specialization_id,specialization_name,text,skill,occupational_cluster,job_relevance_label,skill_coverage_label,occupational_affinity_label,market_weight,evidence_count,affinity_score,gold_count,silver_count,bronze_count,taxonomy_count,source_confidence_score,curriculum_overlap_score,market_frequency_score,cluster_centrality_score,recommendation_candidate,job_relevance_soft_label,skill_coverage_soft_label,training_weight,probabilistic_confidence
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,PL/SQL Enterprise Analytics weak Analista de Proyectos Skill relacionada semanticamente con competencias o herramientas curriculares. Profundizar PL/SQL como capacidad aplicada dentro del cluster Enterprise Analytics.,PL/SQL,Enterprise Analytics,partially_relevant,partial,Enterprise Analytics,3.7,21,0.81,0,0,4,17,0.49,0.81,0.0266,0.3134,1,0.551,0.62,0.5909,0.571
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,visualizacion analitica BI & Visualization weak  Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,visualizacion analitica,BI & Visualization,weak_signal,covered,BI & Visualization,3.4,34,0.845,0,0,0,34,0.34,0.845,0.0244,0.5075,0,0.5145,1.0,0.5088,0.5116
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Tableau BI & Visualization weak  Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,Tableau,BI & Visualization,weak_signal,covered,BI & Visualization,3.2,32,0.82,0,0,0,32,0.32,0.82,0.023,0.4776,0,0.512,1.0,0.4988,0.5054
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Google Cloud Analytics Cloud Analytics weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",Google Cloud Analytics,Cloud Analytics,weak_signal,irrelevant,Cloud Analytics,2.8,28,0.55,0,0,0,28,0.28,0.55,0.0201,0.4179,0,0.205,0.0,0.358,0.2815
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,estadistica Enterprise Analytics weak  Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,estadistica,Enterprise Analytics,weak_signal,covered,Enterprise Analytics,2.0,20,0.82,0,0,0,20,0.2,0.82,0.0144,0.2985,0,0.512,1.0,0.4448,0.4784
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Databricks Data Engineering emerging  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. Analizar incorporacion de Databricks como skill emergente con señal emerging en Data Engineering.",Databricks,Data Engineering,partially_relevant,emerging,Data Engineering,1.6,16,0.48,0,0,0,16,0.16,0.48,0.0115,0.2388,1,0.818,0.48,0.5492,0.6836
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"storytelling with data BI & Visualization weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",storytelling with data,BI & Visualization,weak_signal,irrelevant,BI & Visualization,1.5,15,0.48,0,0,0,15,0.15,0.48,0.0108,0.2239,0,0.198,0.0,0.2967,0.2474
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Qlik BI & Visualization weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",Qlik,BI & Visualization,weak_signal,irrelevant,BI & Visualization,1.5,15,0.48,0,0,0,15,0.15,0.48,0.0108,0.2239,0,0.198,0.0,0.2967,0.2474
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,MySQL Enterprise Analytics weak  Skill relacionada semanticamente con competencias o herramientas curriculares. Profundizar MySQL como capacidad aplicada dentro del cluster Enterprise Analytics.,MySQL,Enterprise Analytics,partially_relevant,partial,Enterprise Analytics,1.3,13,0.81,0,0,0,13,0.13,0.81,0.0093,0.194,1,0.551,0.62,0.4289,0.4899
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"data quality Data Governance weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",data quality,Data Governance,weak_signal,irrelevant,Data Governance,1.2,12,0.48,0,0,0,12,0.12,0.48,0.0086,0.1791,0,0.198,0.0,0.2832,0.2406
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Azure Data Cloud Analytics weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",Azure Data,Cloud Analytics,weak_signal,irrelevant,Cloud Analytics,1.1,11,0.55,0,0,0,11,0.11,0.55,0.0079,0.1642,0,0.205,0.0,0.2815,0.2432
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Spark Data Engineering weak  Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,Spark,Data Engineering,weak_signal,covered,Data Engineering,1.0,10,0.82,0,0,0,10,0.1,0.82,0.0072,0.1493,0,0.512,1.0,0.3998,0.4559
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Hadoop Data Engineering weak  Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,Hadoop,Data Engineering,weak_signal,covered,Data Engineering,1.0,10,0.82,0,0,0,10,0.1,0.82,0.0072,0.1493,0,0.512,1.0,0.3998,0.4559
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,NoSQL Enterprise Analytics weak  Skill relacionada semanticamente con competencias o herramientas curriculares. Profundizar NoSQL como capacidad aplicada dentro del cluster Enterprise Analytics.,NoSQL,Enterprise Analytics,partially_relevant,partial,Enterprise Analytics,0.8,8,0.81,0,0,0,8,0.08,0.81,0.0058,0.1194,1,0.551,0.62,0.4064,0.4787
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Kafka Enterprise Analytics weak  Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Kafka,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,0.7,7,0.08,0,0,0,7,0.07,0.08,0.005,0.1045,0,0.158,0.0,0.226,0.192
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,lakehouse Data Engineering weak  Skill relacionada semanticamente con competencias o herramientas curriculares. Profundizar lakehouse como capacidad aplicada dentro del cluster Data Engineering.,lakehouse,Data Engineering,partially_relevant,partial,Data Engineering,0.6,6,0.7887,0,0,0,6,0.06,0.7887,0.0043,0.0896,1,0.5489,0.62,0.3591,0.454
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Snowflake Data Engineering emerging  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. Analizar incorporacion de Snowflake como skill emergente con señal emerging en Data Engineering.",Snowflake,Data Engineering,partially_relevant,emerging,Data Engineering,0.6,6,0.48,0,0,0,6,0.06,0.48,0.0043,0.0896,1,0.818,0.48,0.4667,0.6423
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"OpenAI AI Analytics weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",OpenAI,AI Analytics,weak_signal,irrelevant,AI Analytics,0.6,6,0.48,0,0,0,6,0.06,0.48,0.0043,0.0896,0,0.198,0.0,0.2187,0.2084
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,lineage Enterprise Analytics weak  Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,lineage,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,0.5,5,0.08,0,0,0,5,0.05,0.08,0.0036,0.0746,0,0.158,0.0,0.1794,0.1687
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"AWS Analytics Cloud Analytics weak  Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",AWS Analytics,Cloud Analytics,weak_signal,irrelevant,Cloud Analytics,0.3,3,0.55,0,0,0,3,0.03,0.55,0.0022,0.0448,0,0.205,0.0,0.1517,0.1784
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,numpy Enterprise Analytics weak  Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,numpy,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,0.3,3,0.08,0,0,0,3,0.03,0.08,0.0022,0.0448,0,0.158,0.0,0.133,0.1455
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,predictive analytics Enterprise Analytics weak  Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,predictive analytics,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,0.2,2,0.08,0,0,0,2,0.02,0.08,0.0014,0.0299,0,0.158,0.0,0.1097,0.1338
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,dbt Enterprise Analytics weak  Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,dbt,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,0.1,1,0.08,0,0,0,1,0.01,0.08,0.0007,0.0149,0,0.158,0.0,0.0865,0.1222
